Review_id,Google_review_id,Restaurant_id,Reviewer_name,Reviewer_info,Rating,Review_time,Review_text,Service_rating,Food_rating,Atmosphere_rating,Service_type,Meal_type,Language,Created_at,Crawl_date
3530,ChdDSUhNMG9nS0VJQ0FnSURUNFpTZ3ZBRRAB,36,Hoang Nguyen,Local Guide · 85 reviews · 54 photos,3,a year ago,"food : not so good not so bad
service : great",,,,,,,10/3/2024,10/3/2025
3531,ChdDSUhNMG9nS0VJQ0FnSURqby1tWDVnRRAB,36,Trúc Nguyễn,Local Guide · 107 reviews · 360 photos,4,a year ago,"Hong Kong restaurant, famous for charcoal roasted duck. All kinds of fresh noodles are delicious. The restaurant has a cozy space, suitable for family meals. The price is a bit high, but it's okay to try.",,,,,,Vietnamese,10/3/2024,10/3/2025
3532,ChZDSUhNMG9nS0VJQ0FnSUNqMU9IbUJREAE,36,Stanley Yang,Local Guide · 432 reviews · 168 photos,5,a year ago,We have been wanting to eat here for awhile so we were happy we got a chance to drop by for brunch. So happy with the portion size for the roasted meats and stir fried flat noodles. Tasty and authentic. The decor was spot on with a vintage …,,,,,,,10/3/2024,10/3/2025
3533,ChZDSUhNMG9nS0VJQ0FnSUNEb2JQVGNnEAE,36,Minh Thi,Local Guide · 102 reviews · 264 photos,5,a year ago,"Delicious food, a bit greasy (Chinese style), the dipping sauce is also elaborately made
The price is a bit high compared to restaurants in the same segment but still …",,,,,,Vietnamese,10/3/2024,10/3/2025
3534,ChdDSUhNMG9nS0VJQ0FnSUQ5cE1HWHBnRRAB,36,Pi Ng,Local Guide · 139 reviews · 335 photos,4,a year ago,"Delicious food. Sometimes they won’t let you sit upstairs and argue there is mot enough staff to serve you upstairs. 😂 they are just lazy to serve you upstairs, thought the balcony is cute and comfortable",3,5,4,,,,10/3/2024,10/3/2025
3535,ChZDSUhNMG9nS0VJQ0FnSURkdnQzaENREAE,36,Boa Lim,7 reviews · 5 photos,5,a year ago,"Very tasty, very yummy. The roast items all taste so good. And the pepper pig stomach soup very nice too. 👍",5,5,3,,Lunch,,10/3/2024,10/3/2025
3536,ChZDSUhNMG9nS0VJQ0FnSUNkOWZ6SUJnEAE,36,Alex Tống,Local Guide · 104 reviews · 307 photos,5,a year ago,The restaurant is a bit small but the food is suitable for those who like spicy food. I stayed in Da Nang for 2 days and 1 night and had 2 meals at this restaurant :)),5,5,4,,,Vietnamese,10/3/2024,10/3/2025
3537,ChZDSUhNMG9nS0VJQ0FnSUNkcXBDbWJnEAE,36,Misc Misc,Local Guide · 75 reviews · 47 photos,2,a year ago,"I am Cantonese. The char siu was good for Vietnamese standards. Worth a try

The wonton noodles no flavour at all. The wonton was not bad though. Had proper meat and prawns but lack of seasoning.

Salt and pepper tofu was dry, lacking balance. Was just salty more than flavourful

Service was poor. Took more than 10 mins for rice and no water for the table.. Disappointing experience, based on the reviews I thought it was worth a try. Would not recommend unless you are craving char siu",1,2,,Dine in,,,10/3/2024,10/3/2025
3538,ChdDSUhNMG9nS0VJQ0FnSUNkc3JiOTRBRRAB,36,Aurélien,2 reviews,5,a year ago,I enjoyed myself,,,,,,French,10/3/2024,10/3/2025
3539,ChZDSUhNMG9nS0VJQ0FnSUR0b3RXZ0VREAE,36,Haram,Local Guide · 14 reviews · 388 photos,5,a year ago,"A nice place to eat Hong Kong style food, loved roasted pork and soya chicken more than any other menus",5,5,5,Dine in,Lunch,,10/3/2024,10/3/2025
3540,ChZDSUhNMG9nS0VJQ0FnSUN0dlkzc2FnEAE,36,Dee Mar,4 reviews · 2 photos,1,Edited a year ago,"****EDIT TO ADD: They added fake 5 star reviews after my review.****

We ordered an appetizer and 3 entrees. One of those entrees was the sweet and sour pork. First bite I took was so tough I had to spit it out. I took a second bite to see if it was any different… it was not. The dish was tough and dry, seemed like it had been reheated from a prior day. We returned the plate and asked them not to remake it. The other dishes were OK but we managed to eat what we could. We asked not to pay for the sweet and sour pork but were told we “ate it all” and could not be given to us for free.  We are not picky eaters but that dish was inedible… The gentleman who went back and forth with us was not pleasant to work with. Beware that staff is not helpful and that you might be paying a high price for food that is decent.",1,1,1,Dine in,Dinner,,10/3/2024,10/3/2025
3541,ChdDSUhNMG9nS0VJQ0FnSUN0MjhpaGx3RRAB,36,Lộc Dio,3 reviews,5,a year ago,Good,5,5,5,,,,10/3/2024,10/3/2025
3542,ChZDSUhNMG9nS0VJQ0FnSUN0MjVDd1lREAE,36,Huyen dieu,1 review,5,a year ago,"Delicious food with many new dishes, authentic taste, I eat it every day",5,5,5,Dine in,,Vietnamese,10/3/2024,10/3/2025
3543,ChZDSUhNMG9nS0VJQ0FnSUN0X2ZhVFlnEAE,36,Gabriel Martinez,9 reviews · 1 photo,1,a year ago,"We ordered 3 entrees, one of which was extremely tough we couldn’t even eat it…we asked them twice to take it back and that we didn’t want it because we couldn’t eat such tough meat…at the end they went back and forth trying to get us to pay for a dish that was almost 200,000d that we didn’t even eat…the guy in charge was not helpful at all and the food wasn’t worth the cost. If you are a foreigner don’t waste your time here, there are better places that will treat you better.",1,1,1,Dine in,Dinner,,10/3/2024,10/3/2025
3544,ChZDSUhNMG9nS0VJQ0FnSUN0dWFfbkFnEAE,36,Athenn,"Local Guide · 935 reviews · 4,245 photos",4,a year ago,"Authentic Hong Kong style restaurant
Crispy pork is delicious, crispy and thick. It's not too much. The chicken meat is just right. But it got stuck and the bone broke. causing the chew to hit the bone Chewed and my teeth hurt a lot.
Service employees meet standards.",4,4,4,Dine in,Dinner,Thai,10/3/2024,10/3/2025
3545,ChZDSUhNMG9nS0VJQ0FnSUQxMi11RE53EAE,36,Quốc,Local Guide · 44 reviews · 138 photos,4,a year ago,"This restaurant cooks authentic Chinese-style sweet food, roasted pork with char siu and delicious dipping sauce, but the chicken and duck are not so good. The restaurant's premises are a bit small, so there are limited people and the space is not very airy.",4,4,4,,,Vietnamese,10/3/2024,10/3/2025
3546,ChdDSUhNMG9nS0VJQ0FnSUMxaHJITnpnRRAB,36,Cherrie Cheah,"Local Guide · 407 reviews · 1,177 photos",4,a year ago,Nice Cantonese dish,4,4,4,,,,10/3/2024,10/3/2025
3547,ChdDSUhNMG9nS0VJQ0FnSUMxeW8yb2tnRRAB,36,Uyên Ngọc,Local Guide · 44 reviews · 63 photos,5,a year ago,Delicious food. Super delicious roast duck. No need to discuss.,5,5,5,,,Vietnamese,10/3/2024,10/3/2025
3548,ChZDSUhNMG9nS0VJQ0FnSUMxNUtyS1BnEAE,36,Hailey H,1 review,1,a year ago,The food was unclean and tasted bad. I vomited and felt uncomfortable all day. I went to the hospital and was diagnosed with acute gastroenteritis. The merchant had a bad attitude and refused to acknowledge the debt or solve the problem.,1,1,1,Dine in,Dinner,Chinese,10/3/2024,10/3/2025
3549,ChZDSUhNMG9nS0VJQ0FnSURWbnB5TVNBEAE,36,Kim Đan,Local Guide · 17 reviews · 48 photos,5,a year ago,"Always been my choice whenever I want to eat Hong Kong food.
The bowls are kinda big and I can’t finish them all but it's so good. I recommend the rice here. This place is the most similar to the real restaurant in Hong Kong.

Noodles is not my favorite but it was fine.
Will come back again",5,5,5,Dine in,Dinner,,10/3/2024,10/3/2025
3550,ChZDSUhNMG9nS0VJQ0FnSUNsd2U3d0xBEAE,36,Hằng Nguyễn Thu,Local Guide · 64 reviews · 359 photos,5,a year ago,"Passing by, I saw the Hong Kong vibes so I stopped in 😂 I was impressed with the mahjong table. Most of the customers ordered delivery more than ate at the restaurant, while I only sat in and out, there were only 2-3 tables. 

I chose the BBQ combo of 2 dishes: duck and roast pork, both were delicious. At first, the plate looked very small, it felt like a small amount, but after eating, it was enough for 2 people. Order another bowl of white rice and it was done 🤤 The sauce was a bit sweet, the meat juice in the plate was more delicious. The char siu noodles were like homemade noodles, not like packaged noodles, chewy and delicious. The char siu was a bit salty, the thin meat was a bit dry. The broth was light and fatty, I like the sauce mixed with dry noodles better. The Hong Kong milk tea was normal, not as delicious as the shops I tried before, but it was also served in a shaker, which was also strange. The ginseng juice was sweet. 

Overall, it was okay, suitable for the days when the rice was coming back 😚",5,5,5,Dine in,Dinner,Vietnamese,10/3/2024,10/3/2025
3551,ChdDSUhNMG9nS0VJQ0FnSUNscXVpcWp3RRAB,36,Traimodel,"Local Guide · 222 reviews · 1,730 photos",3,a year ago,"Standard Chinese restaurant, in my opinion the food is okay but not too delicious. Good service, clean space.",4,3,4,Dine in,,Vietnamese,10/3/2024,10/3/2025
3552,ChdDSUhNMG9nS0VJQ0FnSURaOGV2VWdRRRAB,36,Nguyễn Thị Thanh Nhàn,Local Guide · 106 reviews · 254 photos,5,2 years ago,"Best Hong Kong restaurant in town, must try char siu pork and Ty Ba roasted duck",,,,,,,10/3/2023,10/3/2025
3553,ChZDSUhNMG9nS0VJQ0FnSURac1pqX2ZBEAE,36,Kate Phan,Local Guide · 18 reviews · 39 photos,5,2 years ago,"It's authentic hongkong food, we ordered some dishes and satisfied with all, nothing to complain.
Staff taked care us very well, they were friendly and professional. If the restaurant played 80_90s hongkong music that will be perfect.
We highly recommend this restaurant for those who love hongkong food.
The pics were the food we ordered.",,,,,,,10/3/2023,10/3/2025
3554,ChZDSUhNMG9nS0VJQ0FnSUNaaDlYcWFBEAE,36,Simon Wan,Local Guide · 41 reviews · 66 photos,5,2 years ago,"First-class service, understand Chinese, quality guaranteed",5,5,5,,Dinner,Chinese,10/3/2023,10/3/2025
3555,ChdDSUhNMG9nS0VJQ0FnSURwdjZmRnZBRRAB,36,파인트콘,2 reviews,1,2 years ago,"There is no food, they are not friendly, and they do not take orders very well. If you are a Korean, I do not recommend going there to eat Peking duck.",2,1,4,,,Korean,10/3/2023,10/3/2025
3556,ChZDSUhNMG9nS0VJQ0FnSURwajdPUExBEAE,36,Ng. Vihn,Local Guide · 69 reviews · 118 photos,5,2 years ago,Delicious dishes.,5,5,5,Dine in,Dinner,Vietnamese,10/3/2023,10/3/2025
3557,ChdDSUhNMG9nS0VJQ0FnSURwemU3dGhBRRAB,36,Aylin H,Local Guide · 18 reviews · 52 photos,5,2 years ago,"It has a local Hong Kong restaurant feel and is reasonably priced. Don't expect Peking duck at a hotel, but rather focus on the value for money.",,,,,,Korean,10/3/2023,10/3/2025
3558,ChdDSUhNMG9nS0VJQ0FnSUNwNVpyR2hBRRAB,36,HKai,"Local Guide · 1,296 reviews · 18,171 photos",4,2 years ago,"2023/08/07 For our last dinner in Da Nang, Chinese food still suits our appetite the best.",,,,,,Chinese,10/3/2023,10/3/2025
3559,ChZDSUhNMG9nS0VJQ0FnSUMtaWU2UGZnEAE,36,H S,"Local Guide · 363 reviews · 1,838 photos",5,Edited 2 years ago,"As far as I know, this is the best authentic Chinese restaurant in Da Nang! 🍜 (Mainly Cantonese)

Their flavors aren't as mild as Japanese ones, so if that's what you're looking for, this isn't the place. But if you're looking for flavors that Chinese people love, this is the place for you! 👍

The prices are also incredibly reasonable, which is great!
As of February 2023, the two dishes pictured and one drink cost just 360,000 VND.

If you're looking for delicious Chinese food, I highly recommend this place! 👌
I especially recommend the braised beef. I have the impression that Cantonese noodles tend to be surprisingly mediocre. lol",4,5,3,,,Japanese,10/3/2023,10/3/2025
3560,ChZDSUhNMG9nS0VJQ0FnSUNKNnFiV05nEAE,36,Nguyen Thien Lap,Local Guide · 8 reviews · 33 photos,5,2 years ago,"Delicious, fresh, clean, beautifully presented, cooked quickly, reasonably priced.",5,5,5,Dine in,Lunch,Vietnamese,10/3/2023,10/3/2025
3561,ChdDSUhNMG9nS0VJQ0FnSUNKd09YNDNBRRAB,36,NAHYUN PARK,Local Guide · 29 reviews · 65 photos,5,2 years ago,"I visited this restaurant when I was getting tired of Vietnamese food. It was a shame that some of the dishes were sold out when I went around 7 o'clock, but all the dishes I ordered were delicious. Peking duck, mapo tofu, wonton noodles, meat rice, and sweet and sour pork were all delicious, and my top pick was mapo tofu. The spicy taste of mala was well reproduced and it goes well with rice. The air conditioning was on, so it was less hot than other restaurants. It was spacious and comfortable because there was a second floor. The restaurant staff were also friendly, so I had a great dinner. Thank you. There are 5 dishes on the menu, 2 rice dishes, and coca. The portion was large, so I left some. I should order in moderation.",5,5,5,,,Korean,10/3/2023,10/3/2025
3562,ChdDSUhNMG9nS0VJQ0FnSUR4cjlMdzh3RRAB,36,Thanh Dang Vo,7 reviews · 1 photo,5,2 years ago,Highly recomended delicious chinese food restaurant in Danang to everyone,5,5,5,,,,10/3/2023,10/3/2025
3563,ChZDSUhNMG9nS0VJQ0FnSUN4c3ZELUZ3EAE,36,Ben Jammin,Local Guide · 5 reviews · 29 photos,5,2 years ago,Love to eat here. Very good!,5,5,5,Dine in,Dinner,,10/3/2023,10/3/2025
3564,ChZDSUhNMG9nS0VJQ0FnSURSeE1xTUhBEAE,36,Thu Phương Nguyễn,Local Guide · 10 reviews · 61 photos,5,2 years ago,"Delicious food, authentic Hong Kong flavor",,,,Dine in,Lunch,Vietnamese,10/3/2023,10/3/2025
3565,ChZDSUhNMG9nS0VJQ0FnSUNob0pMNFBnEAE,36,thanh ha,Local Guide · 6 reviews · 3 photos,3,2 years ago,Okay for now,3,3,3,,,Vietnamese,10/3/2023,10/3/2025
3566,ChdDSUhNMG9nS0VJQ0FnSURCdFB6ODN3RRAB,36,Nagi Sanzenin,Local Guide · 43 reviews · 20 photos,4,2 years ago,"If you want Cantonese style, this is it! Definitely top level in Da Nang. In addition to Cantonese-style dishes, there are also Sichuan-style dishes. Both have a gentle spiciness but are delicious. Since it's Chinese food, the portions are basically large. One girl couldn't finish even one dish.
The only regret is that it doesn't appear on the delivery app. The store also has a delivery service, but you have to call them directly, so it's tiring and I don't want to do it too much.",,,,,,Japanese,10/3/2023,10/3/2025
3567,ChZDSUhNMG9nS0VJQ0FnSUNCLWN6cVl3EAE,36,Trần Quang Khải,Local Guide · 89 reviews · 726 photos,5,2 years ago,The food is delicious.,,,,,,Vietnamese,10/3/2023,10/3/2025
3568,ChdDSUhNMG9nS0VJQ0FnSUNCc3JLWDVBRRAB,36,Roxy Roxana,Local Guide · 40 reviews · 90 photos,5,2 years ago,"Delicious food. Had the roast duck, roast pork belly and stir fried veggies, all were delicious. This is a must visit restaurant.",,,,,,,10/3/2023,10/3/2025
3569,ChdDSUhNMG9nS0VJQ0FnSUNCbUs2Tjd3RRAB,36,zhengxuan,Local Guide · 22 reviews · 1 photo,5,2 years ago,"Insane portion for the price. Tried the 4 variety rice set. It was so good, I came back to the shop 2 days later and ordered the exact same set. The milk tea was superb as well. The interior of the shop really resemble the shops back when I was in Hong Kong. Good taste in food and style of the restaurant. Keep it up!",,,,Dine in,Lunch,,10/3/2023,10/3/2025
3570,ChZDSUhNMG9nS0VJQ0FnSUNCc0pPSUtREAE,36,달꾹꾹이,8 reviews · 14 photos,5,2 years ago,It's delicious and the restaurant is clean and nice.,,,,Dine in,Dinner,Korean,10/3/2023,10/3/2025
3571,ChdDSUhNMG9nS0VJQ0FnSUQtc0tlZ3BBRRAB,36,D T,Local Guide · 35 reviews · 46 photos,5,2 years ago,I am just so happy to find this restaurant! They reminded me not to over order… Nice people & food!!,,,,Dine in,Dinner,,10/3/2023,10/3/2025
3572,ChZDSUhNMG9nS0VJQ0FnSURlOXVIN0JnEAE,36,GyeongMin Yi,Local Guide · 60 reviews · 33 photos,5,2 years ago,"If you like Chinese food, I recommend it.",,,,Dine in,Lunch,Korean,10/3/2023,10/3/2025
3573,ChdDSUhNMG9nS0VJQ0FnSURldXJYUnBBRRAB,36,unsuk kim,3 reviews · 2 photos,3,2 years ago,"I ate the most humanely during my 8 days in Vietnam. Male 50+ water bottle left + duck
But pay attention to the bill. Since it was the last day, I had to use the remaining money, so I ordered by tapping the calculator and checking with the employee if the total amount was correct. They asked for 100K more.
There were no other customers except us before 5 o'clock, and there were 3 tables when we left. And I ordered a large Heineken beer. There was Heineken in the fridge, but they only had small Tiger beers.",,,,,,Korean,10/3/2023,10/3/2025
3574,ChdDSUhNMG9nS0VJQ0FnSUNlMXFmYnBBRRAB,36,Long Van,13 reviews · 3 photos,4,3 years ago,Everything is satisfactory. But the 56k can of lemon soda is too expensive. So I deduct 1 star.,,,,Dine in,Dinner,Vietnamese,10/3/2022,10/3/2025
3575,ChZDSUhNMG9nS0VJQ0FnSUR1dDZ2bFFnEAE,36,더티,7 reviews · 5 photos,5,3 years ago,"If you are Korean, you must buy pork on page 1 here. Crispy skin pork belly is so delicious. Tofu dishes are also delicious. Things like Mapo tofu and braised tofu. The duck was just okay because of the bones. It was delicious. I eat lunch here every day. The only downside is that the air conditioning isn't cool, but the employees turn on the circulator and give you cool water, so it's okay.",,,,,,Korean,10/3/2022,10/3/2025
3576,ChdDSUhNMG9nS0VJQ0FnSUR1Z2NqNXVnRRAB,36,CheeTat Keh,Local Guide · 46 reviews · 74 photos,4,3 years ago,Good Char Siew and Roast Duck. Milk tea is nice. Staff can speak mandarin too.,,,,Dine in,Lunch,,10/3/2022,10/3/2025
3577,ChdDSUhNMG9nS0VJQ0FnSUR1ck03Wmd3RRAB,36,Lemon Knife,Local Guide · 38 reviews · 116 photos,5,3 years ago,"This is a Hong Kong-style restaurant.
The portions are huge. The price is reasonable and the taste is good.
I ordered 2 BBQ rice bowls and 1 menu item that I don't know the name of, so it came to 463,000 dong!
The staff is also very friendly, and if you want to try Hong Kong-style food, definitely stop by!",,,,Dine in,Dinner,Korean,10/3/2022,10/3/2025
